epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
182,1040.67,0.61553,0.32281,0.85855,0.98645,0.97439,0.99271,0.74914,0.9698,0.38006,0.97357,0.00064162,0.00064162,0.00064162
183,1045.89,0.60533,0.31897,0.85499,0.98997,0.96669,0.99307,0.75414,0.96091,0.37565,0.97462,0.00063964,0.00063964,0.00063964
184,1051.26,0.60915,0.32248,0.85551,0.97383,0.98631,0.9935,0.75007,0.9771,0.37445,0.98151,0.00063766,0.00063766,0.00063766
185,1056.62,0.60989,0.32551,0.85658,0.962,0.98531,0.9904,0.73654,0.98161,0.39585,0.98253,0.00063568,0.00063568,0.00063568
186,1062.15,0.60661,0.313,0.85311,0.9767,0.97704,0.99099,0.75478,0.9566,0.375,0.97138,0.0006337,0.0006337,0.0006337
187,1067.38,0.60583,0.31256,0.8574,0.9691,0.97363,0.99009,0.74643,0.96614,0.39072,0.97311,0.00063172,0.00063172,0.00063172
188,1072.73,0.59151,0.30725,0.85084,0.98273,0.97668,0.991,0.75225,0.9632,0.37648,0.97798,0.00062974,0.00062974,0.00062974
189,1078.06,0.59651,0.3093,0.84968,0.98288,0.95692,0.98894,0.7504,0.97023,0.37697,0.98347,0.00062776,0.00062776,0.00062776
190,1083.44,0.58327,0.31196,0.85706,0.97769,0.97447,0.99206,0.74278,0.97368,0.38365,0.98459,0.00062578,0.00062578,0.00062578
191,1088.89,0.61033,0.32102,0.8549,0.98667,0.97756,0.9929,0.74179,0.97015,0.37662,0.98519,0.0006238,0.0006238,0.0006238
192,1094.24,0.60699,0.31552,0.85405,0.97258,0.96632,0.98708,0.7446,0.9659,0.38891,0.97972,0.00062182,0.00062182,0.00062182
193,1099.7,0.60829,0.31655,0.85918,0.97572,0.98161,0.99211,0.74742,0.96928,0.37633,0.98352,0.00061984,0.00061984,0.00061984
194,1105.09,0.60017,0.31773,0.85024,0.98382,0.97903,0.99181,0.7543,0.95053,0.36843,0.97754,0.00061786,0.00061786,0.00061786
195,1110.54,0.59782,0.31332,0.85438,0.97571,0.96535,0.99003,0.74565,0.9707,0.39111,0.9751,0.00061588,0.00061588,0.00061588
196,1115.81,0.59448,0.31528,0.85606,0.97679,0.97543,0.99163,0.75483,0.95941,0.37436,0.98359,0.0006139,0.0006139,0.0006139
197,1121.11,0.59012,0.31084,0.85768,0.98086,0.97567,0.98994,0.7555,0.95664,0.38136,0.98349,0.00061192,0.00061192,0.00061192
198,1126.51,0.58477,0.30591,0.85041,0.98065,0.9674,0.99215,0.75191,0.94975,0.3778,0.97038,0.00060994,0.00060994,0.00060994
199,1131.85,0.56726,0.2984,0.84755,0.98593,0.97941,0.99259,0.75728,0.94812,0.36379,0.97026,0.00060796,0.00060796,0.00060796
200,1137.17,0.58052,0.3086,0.85085,0.98027,0.97302,0.9921,0.74974,0.95785,0.37317,0.9788,0.00060598,0.00060598,0.00060598
201,1142.59,0.58389,0.31097,0.85033,0.98041,0.97361,0.99107,0.75825,0.96294,0.37255,0.97593,0.000604,0.000604,0.000604
202,1147.96,0.58445,0.30579,0.84985,0.98436,0.96948,0.99276,0.74916,0.94522,0.37095,0.97268,0.00060202,0.00060202,0.00060202
203,1153.28,0.57036,0.30242,0.84129,0.98005,0.9816,0.99318,0.75795,0.95161,0.36194,0.97454,0.00060004,0.00060004,0.00060004
204,1158.71,0.57752,0.30376,0.84883,0.9903,0.9717,0.99164,0.75281,0.95502,0.3741,0.97792,0.00059806,0.00059806,0.00059806
205,1164.06,0.58542,0.30861,0.84422,0.9897,0.97142,0.99115,0.75011,0.95662,0.37471,0.9774,0.00059608,0.00059608,0.00059608
206,1169.34,0.59886,0.31541,0.85347,0.98329,0.97785,0.99241,0.75459,0.95732,0.3685,0.97637,0.0005941,0.0005941,0.0005941
207,1174.74,0.59995,0.31034,0.84963,0.97563,0.95699,0.98852,0.74739,0.9602,0.39474,0.9795,0.00059212,0.00059212,0.00059212
208,1180.04,0.58792,0.30809,0.84926,0.97828,0.96492,0.99192,0.75281,0.94864,0.37303,0.97114,0.00059014,0.00059014,0.00059014
209,1185.39,0.58279,0.30888,0.84581,0.98226,0.97062,0.99194,0.75193,0.95198,0.3793,0.97993,0.00058816,0.00058816,0.00058816
210,1190.72,0.57127,0.30004,0.84544,0.98247,0.9653,0.99038,0.74448,0.95641,0.40005,0.97658,0.00058618,0.00058618,0.00058618
211,1196,0.57466,0.30489,0.85018,0.97428,0.97383,0.99177,0.74977,0.9548,0.38766,0.97565,0.0005842,0.0005842,0.0005842
212,1201.28,0.57597,0.30227,0.8436,0.98195,0.97146,0.99264,0.75226,0.95833,0.37357,0.97987,0.00058222,0.00058222,0.00058222
213,1206.63,0.56771,0.30447,0.84203,0.98197,0.97831,0.99232,0.75291,0.95844,0.37395,0.97848,0.00058024,0.00058024,0.00058024
214,1212,0.57664,0.30511,0.84856,0.97614,0.96031,0.98506,0.74802,0.95021,0.39379,0.97312,0.00057826,0.00057826,0.00057826
215,1217.31,0.57509,0.30298,0.8472,0.98379,0.96487,0.99238,0.7523,0.96488,0.37369,0.97919,0.00057628,0.00057628,0.00057628
216,1222.75,0.56645,0.29901,0.84571,0.9717,0.97872,0.99227,0.74984,0.95192,0.37636,0.97179,0.0005743,0.0005743,0.0005743
