epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
70,158.544,0.82949,0.41311,0.96473,0.99178,0.98661,0.99361,0.69684,1.15056,0.39731,1.06791,0.00086338,0.00086338,0.00086338
71,160.735,0.81578,0.41314,0.96092,0.97758,0.98809,0.992,0.66804,1.25544,0.41712,1.13345,0.0008614,0.0008614,0.0008614
72,162.95,0.85964,0.41488,0.98471,0.9758,0.97062,0.99312,0.69626,1.19663,0.42394,1.10273,0.00085942,0.00085942,0.00085942
73,165.526,0.82057,0.40466,0.95921,0.97912,0.97294,0.99274,0.6679,1.23498,0.43086,1.11934,0.00085744,0.00085744,0.00085744
74,167.689,0.81746,0.39064,0.96079,0.99447,0.97627,0.99421,0.6908,1.17265,0.38346,1.0913,0.00085546,0.00085546,0.00085546
75,169.743,0.81981,0.39126,0.95333,0.98381,0.96831,0.9895,0.69712,1.1559,0.40007,1.07781,0.00085348,0.00085348,0.00085348
76,171.816,0.81628,0.40325,0.95937,0.98681,0.96918,0.99179,0.70205,1.13551,0.39428,1.0553,0.0008515,0.0008515,0.0008515
77,173.831,0.80228,0.3951,0.94381,0.98416,0.9844,0.99381,0.69586,1.1421,0.38544,1.08014,0.00084952,0.00084952,0.00084952
78,175.867,0.84008,0.41558,0.97118,0.99246,0.9696,0.99054,0.68901,1.19588,0.40606,1.10127,0.00084754,0.00084754,0.00084754
79,177.867,0.79968,0.41272,0.9574,0.99461,0.9849,0.99094,0.7018,1.15867,0.39691,1.08489,0.00084556,0.00084556,0.00084556
80,179.862,0.80327,0.40616,0.96139,0.9946,0.99167,0.98828,0.69561,1.13156,0.3789,1.06908,0.00084358,0.00084358,0.00084358
81,182.009,0.77373,0.3851,0.94274,0.99465,0.99117,0.98833,0.68333,1.17661,0.38725,1.08181,0.0008416,0.0008416,0.0008416
82,184.159,0.79054,0.39096,0.95125,0.991,0.9879,0.98783,0.69357,1.1416,0.39382,1.07009,0.00083962,0.00083962,0.00083962
83,186.422,0.79892,0.4002,0.94376,0.98865,0.98759,0.98954,0.68514,1.18343,0.38597,1.0929,0.00083764,0.00083764,0.00083764
84,188.693,0.80981,0.40237,0.95678,0.99656,0.98748,0.98788,0.70643,1.15406,0.38861,1.08232,0.00083566,0.00083566,0.00083566
85,190.98,0.80397,0.39698,0.95079,0.97796,0.98036,0.98698,0.69495,1.18542,0.39957,1.0858,0.00083368,0.00083368,0.00083368
86,193.255,0.81937,0.40186,0.95298,0.97819,0.97293,0.98563,0.71349,1.12869,0.4259,1.06443,0.0008317,0.0008317,0.0008317
87,195.466,0.80713,0.40503,0.95834,0.95502,0.98627,0.98487,0.69389,1.13685,0.41713,1.06242,0.00082972,0.00082972,0.00082972
88,197.7,0.76023,0.38041,0.94309,0.97086,0.98142,0.98864,0.71202,1.1489,0.39932,1.07746,0.00082774,0.00082774,0.00082774
89,199.97,0.78042,0.38035,0.94656,0.99199,0.97788,0.98821,0.70856,1.14717,0.39154,1.07267,0.00082576,0.00082576,0.00082576
90,202.268,0.76193,0.37733,0.94915,0.98682,0.99167,0.99125,0.70853,1.14033,0.37886,1.07646,0.00082378,0.00082378,0.00082378
